Sno,Movie,Year,Certificate,Genre,Runtime,Rating,No.of.Ratings
698,Marshal,2019,,Action            ,143,6.9,257
713,Nenu Lenu,2019,UA,Drama            ,118,7.3,244
725,Boy,2019,U,"Comedy, Drama            ",129,6.9,237
748,Super Duper,2019,UA,"Comedy, Thriller            ",118,6.6,226
756,Heza,2019,UA,Drama            ,111,7.4,220
764,Guna 369,2019,UA,"Action, Drama            ",146,6.3,216
768,Ruler,2019,,"Action, Drama            ",130,3.6,214
779,Software Sudheer,2019,UA,Drama            ,125,6,205
794,2 Hours Love,2019,UA,Romance            ,150,6.7,197
856,Operation Gold Fish,2019,UA,"Action, Thriller            ",127,4.4,155
865,Ninnu Thalachi,2019,U,"Comedy, Romance            ",138,7.4,152
908,I Love You,2019,UA,"Drama, Romance            ",122,4.8,131
911,Kamma Rajyam Lo Kadapa Reddlu,2019,UA,"Drama, Thriller            ",153,3.7,130
929,Suryakantham,2019,U,"Comedy, Romance            ",139,5.4,123
931,Kousalya Krishnamurthy,2019,U,"Drama, Sport            ",149,7.4,123
937,Voter,2019,,Romance            ,0,7.4,121
951,Hippi,2019,A,"Action, Comedy, Romance            ",143,5,116
956,Dorasani,2019,U/A,"Drama, Romance            ",130,5.9,115
964,Iddari Lokam Okate,2019,UA,"Drama, Romance            ",126,5.6,112
970,Rama Chakkani Seetha,2019,,"Drama, Romance            ",126,6.1,111
982,ABCD: American-Born Confused Desi,2019,U,Comedy            ,145,5.4,108
989,Tenali Ramakrishna BA.BL,2019,UA,"Action, Comedy, Drama            ",128,5,106
1015,1st Rank Raju,2019,,"Comedy, Drama, Romance            ",0,5.3,100
1026,Rayalaseema Love Story,2019,A,Drama            ,154,6.2,96
1057,Runam,2019,UA,Romance            ,131,8.8,91
1071,Kobbari Matta,2019,,Comedy            ,110,5.8,89
1128,Mithai,2019,Not Rated,"Crime, Drama, Romance            ",140,4.4,79
1145,Raagala 24 Gantallo,2019,UA,Thriller            ,134,5.7,78
1149,Thipparaa Meesam,2019,UA,Romance            ,152,6.4,77
1193,Kathanam,2019,UA,"Mystery, Thriller            ",117,3.9,70
1214,Vinara sodara veera kumara,2019,UA,"Drama, Romance            ",0,7.6,67
1222,Jodi,2019,,Romance            ,130,6.2,66
1231,Aaviri,2019,UA,"Drama, Thriller            ",0,4.5,65
1315,RDX Love,2019,A,Drama            ,145,3.2,56
1316,Rajdooth,2019,,Drama            ,130,6.7,56
1326,Beach Road Chetan,2019,A,"Action, Drama, Sci-Fi            ",137,7.9,55
1327,Undiporaadhey,2019,,Romance            ,0,7.2,55
1343,Burra katha,2019,U/A,"Comedy, Romance            ",150,5.1,54
56,Ala Vaikunthapurramuloo,2020,UA,"Action, Drama            ",163,7.2,5732
81,Sarileru Neekevvaru,2020,UA,"Action, Comedy, Drama            ",169,6.1,4367
158,HIT,2020,UA,"Crime, Drama, Mystery            ",125,7.8,2327
205,Penguin,2020,,"Drama, Mystery, Thriller            ",132,4.6,1671
241,Bheeshma,2020,UA,"Action, Comedy, Romance            ",150,6.6,1419
246,World Famous Lover,2020,UA,Romance            ,154,4.6,1342
362,Disco Raja,2020,UA,"Action, Sci-Fi            ",141,6.4,792
363,Krishna and His Leela,2020,,"Comedy, Romance            ",125,5.3,792
448,Aswathama,2020,UA,"Action, Thriller            ",133,6.4,579
450,Jaanu,2020,UA,"Drama, Romance            ",151,7,574
528,Madha,2020,UA,"Mystery, Thriller            ",113,5.3,426
667,O Pitta Katha,2020,U,"Drama, Thriller            ",128,6.9,278
712,Oka Chinna Viramam,2020,U,Thriller            ,95,7.3,244
722,Palasa 1978,2020,A,"Action, Drama            ",144,7.6,240
767,Entha Manchivaadavuraa,2020,U,"Action, Drama            ",152,5.5,215
849,Pressure Cooker,2020,UA,"Comedy, Drama, Family            ",135,6.5,159
1021,Amrutha Ramam,2020,,Drama            ,0,8,99
1033,Valayam,2020,UA,Mystery            ,140,7,95
1052,Bhanumathi & Ramakrishna,2020,,"Comedy, Drama, Romance            ",93,7.5,92
1085,Savaari,2020,UA,Romance            ,153,6.7,87
1115,Anukunnadi Okkati Ayyindhi Okati,2020,A,"Comedy, Crime, Drama            ",122,5.6,82
1263,Raahu,2020,A,Thriller            ,123,6.6,61
1293,Prema Pipasi,2020,A,Romance            ,142,8.2,58
1342,Choosi Choodangaane,2020,UA,Romance            ,113,7.1,54
1383,Screenplay of an Indian Love Story,2020,A,Drama            ,129,8.9,50
26,Manam,,UA,"Comedy, Drama, Fantasy            ",163,8,9589
60,Game Over,,UA,"Drama, Thriller            ",102,7.1,5418
86,3,,U,"Drama, Mystery, Romance            ",145,7.2,3879
144,Darling,,,"Comedy, Drama, Romance            ",151,7.3,2456
207,Legend,,A,"Action, Drama            ",168,6.3,1661
212,Sketch,,UA,Action            ,137,5.7,1594
220,Hello,,U,"Action, Romance            ",131,7.2,1552
232,Run Baby Run,,U,"Action, Comedy, Thriller            ",180,6.6,1482
238,Rebel,,A,"Action, Comedy, Drama            ",168,4.7,1446
281,Ready,,,"Action, Comedy            ",165,7.2,1105
288,Game,,UA,Thriller            ,130,5.1,1080
331,Manu,,A,"Mystery, Romance, Thriller            ",180,8,891
341,Kathakali,,U,"Action, Thriller            ",125,6.5,868
345,Don,,A,"Action, Crime, Drama            ",154,5.5,835
359,Run,,U,"Action, Comedy, Drama            ",180,7,802
384,180,,U,"Drama, Romance            ",121,6,742
389,Power,,A,Action            ,147,5.8,730
418,Attack,,,"Action, Crime, Thriller            ",158,6.1,639
465,Dhoni,,,"Drama, Family            ",135,6.7,537
484,Lava Kusa,,U,"Drama, Family, Musical            ",153,8.1,504
491,Raja,,U,Family            ,175,7.5,493
496,Lakshmi,,U,Drama            ,130,6.9,484
535,Vikram,,,"Action, Adventure, Sci-Fi            ",136,7.2,420
544,Daddy,,U,Drama            ,157,6.5,408
546,Kalki,,UA,"Action, Thriller            ",140,7,405
610,Seven,,UA,Thriller            ,117,5.2,320
612,Solo,,UA,Drama            ,152,6.7,320
620,Paisa,,,"Action, Drama            ",138,6.1,318
628,Shadow,,,"Action, Crime, Drama            ",160,3.8,312
630,Shivam,,UA,"Action, Comedy, Romance            ",168,5.4,310
632,Lion,,,"Action, Drama            ",143,3.3,305
657,Winner,,UA,"Action, Drama            ",155,4.6,288
800,Abhilasha,,A,Thriller            ,145,7.3,192
814,Dream,,UA,"Action, Crime, Mystery            ",126,8.3,178
835,Danger,,,Thriller            ,125,6.4,166
869,Bhakta Prahlada,,U,"Drama, Musical            ",151,7.5,150
875,Lovely,,,Romance            ,0,5.4,148
968,Ice Cream,,A,"Horror, Thriller            ",144,3.5,111
1010,Wanted,,UA,"Action, Drama            ",160,4,100
1051,Rogue,,UA,"Action, Thriller            ",134,5.9,92
1060,Agni,,U,nan,0,8.5,91
1089,Lover,,UA,Romance            ,130,5.8,86
1129,Tiger,,,"Action, Crime, Romance            ",135,5.7,79
1137,Karma,,,"Drama, Mystery, Thriller            ",0,7.1,79
1192,90 ML,,A,"Action, Drama, Romance            ",159,4.9,70
1205,Kalidasu,,,"Action, Drama, Romance            ",0,3.7,68
1215,Tenali Ramakrishna,,U,"Comedy, Drama            ",204,7.9,67
1379,Run,,U,"Action, Drama, Romance            ",110,5.4,50
